DNR Peat Inventory ID #,Depthnum,Top Depth (cm),Bottom Depth (cm),Degree of Decomposition,Botanical Origin,Classification,Uniq_id
STLO-2005519-T31,2,35.0,75.0,H4,(N)Dg2C4,Hemic,31074
STLO-2005519-T31,3,75.0,105.0,H4/H5,(L)C2Dg4,Hemic,31075
STLO-2005519-T31,4,105.0,,B,,fs,31076
STLO-2005520-280,1,0.0,274.0,,,Peat,31077
STLO-2005520-280,2,274.0,,B,,ms,31078
STLO-2005520-281,1,0.0,10.0,H3,,Fibric,31079
STLO-2005520-281,2,10.0,63.0,H5,,Hemic,31080
STLO-2005520-281,3,63.0,130.0,H6,,Hemic,31081
STLO-2005520-281,4,130.0,240.0,H4,,Hemic,31082
STLO-2005520-281,5,240.0,287.0,H5,,Hemic,31083
STLO-2005520-281,6,287.0,320.0,H6,,Hemic,31084
STLO-2005520-281,7,320.0,,B,,sil,31085
STLO-2005520-T29,1,0.0,10.0,H3,(N)Dg1C5,Fibric,31086
STLO-2005520-T29,2,10.0,32.0,H4,L1Dg2C3,Hemic,31087
STLO-2005520-T29,3,32.0,56.0,H4/H5,(N)C2Dg4,Hemic,31088
STLO-2005520-T29,4,56.0,114.0,H4,(LMnEq)Dg2C4,Hemic,31089
STLO-2005520-T29,5,114.0,140.0,H3,(MnN)Dg1C5,Fibric,31090
STLO-2005520-T29,6,140.0,150.0,H4,(L)Dg3C3,Hemic,31091
STLO-2005520-T29,7,150.0,187.0,H4,(LEq)Dg2C4,Hemic,31092
STLO-2005520-T29,8,187.0,200.0,H5,(L)C1Dg5,Hemic,31093
STLO-2005520-T29,9,200.0,215.0,H4/H5,C2Dg4,Hemic,31094
STLO-2005520-T29,10,215.0,240.0,H4/H5,C3Dg3,Hemic,31095
STLO-2005520-T29,11,240.0,250.0,B,,Min.soil w/ Peat,31096
STLO-2005520-T30,1,0.0,15.0,,,No sample recovered - too wet,31097
STLO-2005520-T30,2,15.0,50.0,H4,(N)Dg2C4,Hemic,31098
STLO-2005520-T30,3,50.0,60.0,H5,(L)C2Dg4,Hemic,31099
STLO-2005520-T30,4,60.0,100.0,H3/H4,(NEq)Dg2C4,Fibric/Hemic,31100
STLO-2005520-T30,5,100.0,140.0,H4,(NEq)Dg2C4,Hemic,31101
STLO-2005520-T30,6,140.0,190.0,H4,(L)Dg2C4,Hemic,31102
STLO-2005520-T30,7,190.0,200.0,H4/H5,Dg3C3,Hemic,31103
STLO-2005520-T30,8,200.0,320.0,H5,C1Dg5,Hemic,31104
STLO-2005520-T30,9,320.0,,B,,sl,31105
STLO-2005520-T32,1,0.0,30.0,H4/H5,(N)C2Dg4,Hemic,31106
STLO-2005520-T32,2,30.0,50.0,H4,(L)C3Dg3,Hemic,31107
STLO-2005520-T32,3,50.0,140.0,H4,(N)Dg2C4,Hemic,31108
STLO-2005520-T32,4,140.0,165.0,H4,(B)Dg1C5,Hemic,31109
STLO-2005520-T32,5,165.0,205.0,H4,(N)Dg3C3,Hemic,31110
STLO-2005520-T32,6,205.0,250.0,H5,C1Dg5,Hemic,31111
STLO-2005520-T32,7,250.0,350.0,H6,C1Dg5,Hemic,31112
STLO-2005520-T32,8,350.0,,U,,Not sampled below 350cm,31113
STLO-2005520-T33,1,0.0,35.0,H4,(N)C3Dg3,Hemic,31114
STLO-2005520-T33,2,35.0,50.0,H5,(L)C1Dg5,Hemic,31115
STLO-2005520-T33,3,50.0,75.0,H4,(L)C2Dg4,Hemic,31116
STLO-2005520-T33,4,75.0,100.0,H4,(N)C3Dg3,Hemic,31117
STLO-2005520-T33,5,100.0,190.0,H4,(N)Dg2C4,Hemic,31118
STLO-2005520-T33,6,190.0,220.0,H4/H5,C3Dg3,Hemic,31119
STLO-2005520-T33,7,220.0,235.0,H5,C1Dg5,Hemic,31120
STLO-2005520-T33,8,235.0,,B,,Min.soil,31121
STLO-2005521-282,1,0.0,64.0,H6,,Hemic,31122
STLO-2005521-282,2,64.0,121.0,H7,,Sapric,31123
STLO-2005521-282,3,121.0,,B,,fs,31124
STLO-2005521-283,1,0.0,10.0,H3,,Fibric,31125
STLO-2005521-283,2,10.0,128.0,H6,,Hemic,31126
STLO-2005521-283,3,128.0,235.0,H5,,Hemic,31127
STLO-2005521-283,4,235.0,260.0,H6,,Hemic,31128
STLO-2005521-283,5,260.0,,B,,fs,31129
STLO-2005521-284,1,0.0,284.0,,,Peat,31130
STLO-2005521-284,2,284.0,,B,,Min.soil,31131
STLO-2005522-285,1,0.0,95.0,,,Peat,31132
STLO-2005522-285,2,95.0,,B,,Min.soil,31133
STLO-2005522-286,1,0.0,100.0,,,Peat,31134
STLO-2005522-286,2,100.0,,B,,sil,31135
STLO-2005526-1,1,0.0,20.0,H4,(LC)S2Dg4,Hemic,31136
STLO-2005526-1,2,20.0,50.0,H2,(CN)S6,Fibric,31137
STLO-2005526-1,3,50.0,60.0,H4,(NCEr)Dg1S5,Hemic,31138
STLO-2005526-1,4,60.0,63.0,H5,(NC)S2Dg4,Hemic,31139
STLO-2005526-1,5,63.0,98.0,H3,(NC)S6,Fibric,31140
STLO-2005526-1,6,98.0,120.0,H4+,(NC)S3Dg3,Hemic,31141
STLO-2005526-1,7,120.0,150.0,H4/H5,(N)S1C1Dg4,Hemic,31142
STLO-2005526-1,8,150.0,200.0,H6,(S)C1Dg5,Hemic,31143
STLO-2005526-1,9,200.0,,U,,Not sampled below 200cm,31144
STLO-2005526-3,1,0.0,12.0,H4+,(NC)S3Dg3,Hemic,31145
STLO-2005526-3,2,12.0,25.0,H4,(C)Dg2S4,Hemic,31146
STLO-2005526-3,3,25.0,50.0,H2/H3,(NC)S6,Fibric,31147
STLO-2005526-3,4,50.0,75.0,H3,Dg1S5,Fibric,31148
STLO-2005526-3,5,75.0,85.0,H4,(Er)Dg1S5,Hemic,31149
STLO-2005526-3,6,85.0,98.0,H4/H5,S2Dg4,Hemic,31150
STLO-2005526-3,7,98.0,115.0,H3,DgS6,Fibric,31151
STLO-2005526-3,8,115.0,135.0,H6,(C)S1Dg5,Hemic,31152
STLO-2005526-3,9,135.0,160.0,H6,(S)C1Dg5,Hemic,31153
STLO-2005526-3,10,160.0,200.0,H7,(LC)Dg6,Sapric,31154
STLO-2005526-3,11,200.0,,U,,Not sampled below 200cm,31155
STLO-2005526-4,1,0.0,38.0,H4+,(NC)S3Dg3,Hemic,31156
STLO-2005526-4,2,38.0,50.0,H3,(NC)S6,Fibric,31157
STLO-2005526-4,3,50.0,80.0,H4,(NC)Dg2S4,Hemic,31158
STLO-2005526-4,4,80.0,95.0,H3,(NC)S6,Fibric,31159
STLO-2005526-4,5,95.0,105.0,H4,(CN)Dg2S4,Hemic,31160
STLO-2005526-4,6,105.0,130.0,H4/H5,(CN)S1Dg5,Hemic,31161
STLO-2005526-4,7,130.0,160.0,H7,(CN)Dg6,Sapric,31162
STLO-2005526-4,8,160.0,200.0,"H7, dry rub",(C)L1Dg5,Sapric,31163
STLO-2005526-4,9,200.0,,U,,Not sampled below 200cm,31164
STLO-2005527-2,1,0.0,20.0,H2,(CN)S6,Fibric,31165
STLO-2005527-2,2,20.0,27.0,H4/H5,S2Dg4,Hemic,31166
STLO-2005527-2,3,27.0,40.0,H4,(NC)Dg2S4,Hemic,31167
STLO-2005527-2,4,40.0,50.0,H3,(NC)S6,Fibric,31168
STLO-2005527-2,5,50.0,75.0,H3/H4,(NC)Dg2S4,Fibric/Hemic,31169
STLO-2005527-2,6,75.0,100.0,H3,(C)S6,Fibric,31170
STLO-2005527-2,7,100.0,135.0,H5,S2Dg4,Hemic,31171
STLO-2005527-2,8,135.0,150.0,H4/H5,(ErS)C1Dg5,Hemic,31172
STLO-2005527-2,9,150.0,180.0,H5,Er1C1Dg4,Hemic,31173
STLO-2005527-2,10,180.0,200.0,H7,(C)L1Dg5,Sapric,31174
STLO-2005527-2,11,200.0,,U,,Not sampled below 200cm,31175
STLO-2005529-T38,1,0.0,60.0,H4,(N)C3Dg3,Hemic,31176
STLO-2005529-T38,2,60.0,110.0,H4,(EqSchB)Dg2C4,Hemic,31177
STLO-2005529-T38,3,110.0,200.0,H4,(SchB)Dg1C5,Hemic,31178
STLO-2005529-T38,4,200.0,215.0,H5,C2Dg4,Hemic,31179
STLO-2005529-T38,5,215.0,225.0,H4,C3Dg3,Hemic,31180
STLO-2005529-T38,6,225.0,240.0,H4,(BSch)Dg2C4,Hemic,31181
STLO-2005529-T38,7,240.0,255.0,H5,C2Dg4,Hemic,31182
STLO-2005529-T38,8,255.0,265.0,H5,C1Dg5,Hemic,31183
STLO-2005529-T38,9,265.0,,B,,Min.soil,31184
STLO-2005529-T39,1,0.0,65.0,H4,(N)C3Dg3,Hemic,31185
STLO-2005529-T39,2,65.0,75.0,H4/H5,(N)C2Dg4,Hemic,31186
STLO-2005529-T39,3,75.0,125.0,H4,(N)B1C2Dg3,Hemic,31187
STLO-2005529-T39,4,125.0,175.0,H4/H5,(Eq)C3Dg3,Hemic,31188
STLO-2005529-T39,5,175.0,205.0,H4,(BSch)Dg2C4,Hemic,31189
STLO-2005529-T39,6,205.0,225.0,H6,(NEq)C1Dg5,Hemic,31190
STLO-2005529-T39,7,225.0,250.0,H4,(BEq)C3Dg3,Hemic,31191
STLO-2005529-T39,8,250.0,265.0,H7,(EqC)Dg6,Sapric,31192
STLO-2005529-T39,9,265.0,275.0,,,Peat w/ Min.soil,31193
STLO-2005529-T39,10,275.0,,B,,Min.soil,31194
STLO-2005529-T42,1,0.0,50.0,H4,(N)C3Dg3,Hemic,31195
STLO-2005529-T42,2,50.0,75.0,H4,(NB)Dg1C5,Hemic,31196
STLO-2005529-T42,3,75.0,100.0,H4,(LB)C2Dg4,Hemic,31197
STLO-2005529-T42,4,100.0,150.0,H4,(NEqSch)Dg1C5,Hemic,31198
STLO-2005529-T42,5,150.0,180.0,H4,(N)C3Dg3,Hemic,31199
STLO-2005529-T42,6,180.0,190.0,H4,(Sch)B1Dg1C4,Hemic,31200
STLO-2005529-T42,7,190.0,195.0,H5,C2Dg4,Hemic,31201
STLO-2005529-T42,8,195.0,,B,,si,31202
STLO-2005529-T43,1,0.0,140.0,,,Peat,31203
STLO-2005529-T43,2,140.0,,B,,Min.soil,31204
STLO-2005529-T44,1,0.0,25.0,"H6, dry rub",(C)L1Dg5,Hemic,31205
STLO-2005529-T44,2,25.0,50.0,H4,(N)C3Dg3,Hemic,31206
STLO-2005529-T44,3,50.0,220.0,H4,(BSchN)Dg1C5,Hemic,31207
STLO-2005529-T44,4,220.0,275.0,H4/H5,C2Dg4,Hemic,31208
STLO-2005529-T44,5,275.0,310.0,H7/H8,(C)Dg6,Sapric,31209
STLO-2005529-T44,6,310.0,,B,,Min.soil,31210
STLO-2005530-T35,1,0.0,25.0,H3,(N)Dg1C5,Fibric,31211
STLO-2005530-T35,2,25.0,40.0,H4,(B)C3Dg3,Hemic,31212
STLO-2005530-T35,3,40.0,50.0,H4/H5,(N)C2Dg4,Hemic,31213
STLO-2005530-T35,4,50.0,105.0,H4,(N)Dg2C4,Hemic,31214
STLO-2005530-T35,5,105.0,160.0,"H5, dry rub",L1C2Dg3,Hemic,31215
STLO-2005530-T35,6,160.0,175.0,H4,(NB)Dg2C4,Hemic,31216
STLO-2005530-T35,7,175.0,190.0,H4/H5,(N)C2Dg4,Hemic,31217
STLO-2005530-T35,8,190.0,220.0,H7,C1Dg5,Sapric,31218
STLO-2005530-T35,9,220.0,250.0,H8,(C)Dg6,Sapric,31219
STLO-2005530-T35,10,250.0,265.0,H4/H5,C2Dg4,Hemic,31220
STLO-2005530-T35,11,265.0,330.0,H6,C1Dg5,Hemic,31221
STLO-2005530-T35,12,330.0,350.0,H8,(C)Dg6,Sapric,31222
STLO-2005530-T35,13,350.0,,U,,Not sampled below 350cm,31223
STLO-2005530-T36,1,0.0,35.0,H3,(N)Dg1C5,Fibric,31224
STLO-2005530-T36,2,35.0,50.0,H4,(NSch)Dg2C4,Hemic,31225
STLO-2005530-T36,3,50.0,75.0,H4,(N)C3Dg3,Hemic w/ sand grains,31226
STLO-2005530-T36,4,75.0,85.0,"H5, dry rub",L1C1Dg4,Hemic w/ sand grains,31227
STLO-2005530-T36,5,85.0,,B,,Min.soil,31228
STLO-2005530-T37,1,0.0,20.0,H4,(N)C3Dg3,Hemic,31229
STLO-2005530-T37,2,20.0,50.0,H4,(L)C3Dg3,Hemic,31230
STLO-2005530-T37,3,50.0,100.0,H4,(N)Dg3C3,Hemic,31231
STLO-2005530-T37,4,100.0,180.0,H4,(SchNB)Dg2C4,Hemic,31232
STLO-2005530-T37,5,180.0,200.0,H4,(N)C3Dg3,Hemic,31233
STLO-2005530-T37,6,200.0,220.0,H5,(N)C2Dg4,Hemic,31234
STLO-2005530-T37,7,220.0,230.0,H4,Dg2C4,Hemic,31235
STLO-2005530-T37,8,230.0,300.0,H6,C1Dg5,Hemic,31236
STLO-2005530-T37,9,300.0,320.0,H7,(CL)Dg6,Sapric,31237
STLO-2005530-T37,10,320.0,,B,,Min.soil,31238
STLO-2005530-T40,1,0.0,40.0,H4,(N)C3Dg3,Hemic,31239
STLO-2005530-T40,2,40.0,50.0,H4/H5,(N)C2Dg4,Hemic,31240
STLO-2005530-T40,3,50.0,70.0,H4,(N)C3Dg3,Hemic,31241
STLO-2005530-T40,4,70.0,90.0,H4,(L)C2Dg4,Hemic,31242
STLO-2005530-T40,5,90.0,110.0,H4,L1C2Dg3,Hemic,31243
STLO-2005530-T40,6,110.0,,B,,Min.soil,31244
STLO-2005530-T41,1,0.0,170.0,,,Peat,31245
STLO-2005530-T41,2,170.0,,B,,Min.soil,31246
STLO-2005609-A+-0+200,1,0.0,140.0,,,Peat,31247
STLO-2005609-A+-0+200,2,140.0,,B,,s,31248
STLO-2005609-A+100+200,1,0.0,120.0,,,Peat,31249
STLO-2005609-A+100+200,2,120.0,,B,,s,31250
STLO-2005609-A+150+200,1,0.0,80.0,,,Peat,31251
STLO-2005609-A+150+200,2,80.0,,B,,s,31252
STLO-2005609-A+200+200,1,0.0,80.0,,,Peat,31253
STLO-2005609-A+200+200,2,80.0,,B,,s,31254
STLO-2005609-A+50+200,1,0.0,120.0,,,Peat,31255
STLO-2005609-A+50+200,2,120.0,,B,,s,31256
STLO-2005616-A+100+-0,1,0.0,160.0,,,Peat,31257
STLO-2005616-A+100+-0,2,160.0,,B,,Min.soil,31258
STLO-2005616-A+100-1600,1,0.0,170.0,,,Peat,31259
STLO-2005616-A+100-1600,2,170.0,,B,,Min.soil,31260
STLO-2005616-A+100-200,1,0.0,200.0,,,Peat,31261
STLO-2005616-A+100-200,2,200.0,,B,,Min.soil,31262
STLO-2005616-A+100-400,1,0.0,150.0,,,Peat,31263
STLO-2005616-A+100-400,2,150.0,,B,,Min.soil,31264
STLO-2005616-A+100-600,1,0.0,140.0,,,Peat,31265
STLO-2005616-A+100-600,2,140.0,,B,,Min.soil,31266
STLO-2005616-A+100-800,1,0.0,120.0,,,Peat,31267
STLO-2005616-A+100-800,2,120.0,,B,,s,31268
STLO-2005616-A+1000-1000,1,0.0,85.0,,,Peat,31269
STLO-2005616-A+1000-1000,2,85.0,,B,,s,31270
STLO-2005616-A+1000-1050,1,0.0,120.0,,,Peat,31271
STLO-2005616-A+1000-1050,2,120.0,,B,,s,31272
STLO-2005616-A+1000-1100,1,0.0,50.0,,,Peat,31273
STLO-2005616-A+1000-1100,2,50.0,,B,,s,31274
STLO-2005616-A+1000-1150,1,0.0,45.0,,,Peat,31275
STLO-2005616-A+1000-1150,2,45.0,,B,,s,31276
STLO-2005616-A+1000-1200,1,0.0,80.0,,,Peat,31277
STLO-2005616-A+1000-1200,2,80.0,,B,,Min.soil,31278
STLO-2005616-A+1000-1250,1,0.0,100.0,,,Peat,31279
STLO-2005616-A+1000-1250,2,100.0,,B,,Min.soil,31280
STLO-2005616-A+1000-1300,1,0.0,90.0,,,Peat,31281
STLO-2005616-A+1000-1300,2,90.0,,B,,Min.soil,31282
STLO-2005616-A+1000-1350,1,0.0,90.0,,,Peat,31283
STLO-2005616-A+1000-1350,2,90.0,,B,,Min.soil,31284
STLO-2005616-A+1000-1400,1,0.0,110.0,,,Peat,31285
STLO-2005616-A+1000-1400,2,110.0,,B,,Min.soil,31286
STLO-2005616-A+1000-1450,1,0.0,180.0,,,Peat,31287
STLO-2005616-A+1000-1450,2,180.0,,B,,Min.soil,31288
STLO-2005616-A+1000-1500,1,0.0,220.0,,,Peat,31289
STLO-2005616-A+1000-1500,2,220.0,,B,,Min.soil,31290
STLO-2005616-A+1000-1550,1,0.0,230.0,,,Peat,31291
STLO-2005616-A+1000-1550,2,230.0,,B,,Min.soil,31292
STLO-2005616-A+1000-1600,1,0.0,250.0,,,Peat,31293
STLO-2005616-A+1000-1600,2,250.0,,B,,Min.soil,31294
STLO-2005616-A+1000-550,1,0.0,65.0,,,Peat,31295
STLO-2005616-A+1000-550,2,65.0,,B,,s,31296
STLO-2005616-A+1000-600,1,0.0,180.0,,,Peat,31297
STLO-2005616-A+1000-600,2,180.0,,B,,s,31298
STLO-2005616-A+1000-650,1,0.0,270.0,,,Peat,31299
STLO-2005616-A+1000-650,2,270.0,,U,,Not sampled below 270cm,31300
STLO-2005616-A+1000-700,1,0.0,240.0,,,Peat,31301
STLO-2005616-A+1000-700,2,240.0,,B,,s,31302
STLO-2005616-A+1000-750,1,0.0,250.0,,,Peat,31303
STLO-2005616-A+1000-750,2,250.0,,B,,s,31304
STLO-2005616-A+1000-800,1,0.0,225.0,,,Peat,31305
STLO-2005616-A+1000-800,2,225.0,,B,,s,31306
STLO-2005616-A+1000-850,1,0.0,195.0,,,Peat,31307
STLO-2005616-A+1000-850,2,195.0,,B,,s,31308
STLO-2005616-A+1000-900,1,0.0,150.0,,,Peat,31309
STLO-2005616-A+1000-900,2,150.0,,B,,s,31310
STLO-2005616-A+1000-950,1,0.0,95.0,,,Peat,31311
STLO-2005616-A+1000-950,2,95.0,,B,,s,31312
STLO-2005616-A+1050-1600,1,0.0,220.0,,,Peat,31313
STLO-2005616-A+1050-1600,2,220.0,,B,,Min.soil,31314
STLO-2005616-A+1100-1600,1,0.0,270.0,,,Peat,31315
STLO-2005616-A+1100-1600,2,270.0,,U,,Not sampled below 270cm,31316
STLO-2005616-A+1150-1600,1,0.0,165.0,,,Peat,31317
STLO-2005616-A+1150-1600,2,165.0,,B,,Min.soil,31318
STLO-2005616-A+1200-1450,1,0.0,70.0,,,Peat,31319
STLO-2005616-A+1200-1450,2,70.0,,B,,Min.soil,31320
STLO-2005616-A+1200-1500,1,0.0,170.0,,,Peat,31321
STLO-2005616-A+1200-1500,2,170.0,,B,,Min.soil,31322
STLO-2005616-A+1200-1550,1,0.0,150.0,,,Peat,31323
STLO-2005616-A+1200-1550,2,150.0,,B,,Min.soil,31324
STLO-2005616-A+1200-1600,1,0.0,200.0,,,Peat,31325
STLO-2005616-A+1200-1600,2,200.0,,B,,Min.soil,31326
STLO-2005616-A+1250-1600,1,0.0,190.0,,,Peat,31327
STLO-2005616-A+1250-1600,2,190.0,,B,,Min.soil,31328
STLO-2005616-A+1300-1600,1,0.0,210.0,,,Peat,31329
STLO-2005616-A+1300-1600,2,210.0,,B,,Min.soil,31330
STLO-2005616-A+1350-1600,1,0.0,210.0,,,Peat,31331
STLO-2005616-A+1350-1600,2,210.0,,B,,Min.soil,31332
STLO-2005616-A+1400-1100,1,0.0,90.0,,,Peat,31333
STLO-2005616-A+1400-1100,2,90.0,,B,,s,31334
STLO-2005616-A+1400-1150,1,0.0,165.0,,,Peat,31335
STLO-2005616-A+1400-1150,2,165.0,,B,,s,31336
STLO-2005616-A+1400-1200,1,0.0,180.0,,,Peat,31337
STLO-2005616-A+1400-1200,2,180.0,,B,,s,31338
STLO-2005616-A+1400-1250,1,0.0,155.0,,,Peat,31339
STLO-2005616-A+1400-1250,2,155.0,,B,,s,31340
STLO-2005616-A+1400-1300,1,0.0,165.0,,,Peat,31341
STLO-2005616-A+1400-1300,2,165.0,,B,,s,31342
STLO-2005616-A+1400-1350,1,0.0,160.0,,,Peat,31343
STLO-2005616-A+1400-1350,2,160.0,,B,,s,31344
STLO-2005616-A+1400-1400,1,0.0,180.0,,,Peat,31345
STLO-2005616-A+1400-1400,2,180.0,,B,,s,31346
STLO-2005616-A+1400-1450,1,0.0,200.0,,,Peat,31347
STLO-2005616-A+1400-1450,2,200.0,,B,,s,31348
STLO-2005616-A+1400-1500,1,0.0,170.0,,,Peat,31349
STLO-2005616-A+1400-1500,2,170.0,,B,,s,31350
STLO-2005616-A+1400-1550,1,0.0,165.0,,,Peat,31351
STLO-2005616-A+1400-1550,2,165.0,,B,,Min.soil,31352
STLO-2005616-A+1400-1600,1,0.0,220.0,,,Peat,31353
STLO-2005616-A+1400-1600,2,220.0,,B,,Min.soil,31354
STLO-2005616-A+1450-1600,1,0.0,180.0,,,Peat,31355
STLO-2005616-A+1450-1600,2,180.0,,B,,Min.soil,31356
STLO-2005616-A+150+-0,1,0.0,65.0,,,Peat,31357
STLO-2005616-A+150+-0,2,65.0,,B,,Min.soil,31358
STLO-2005616-A+150-1600,1,0.0,180.0,,,Peat,31359
STLO-2005616-A+150-1600,2,180.0,,B,,Min.soil,31360
STLO-2005616-A+150-200,1,0.0,210.0,,,Peat,31361
STLO-2005616-A+150-200,2,210.0,,B,,Min.soil,31362
STLO-2005616-A+150-400,1,0.0,260.0,,,Peat,31363
STLO-2005616-A+150-400,2,260.0,,B,,Min.soil,31364
STLO-2005616-A+150-800,1,0.0,90.0,,,Peat,31365
STLO-2005616-A+150-800,2,90.0,,B,,s,31366
STLO-2005616-A+1500-1600,1,0.0,160.0,,,Peat,31367
STLO-2005616-A+1500-1600,2,160.0,,B,,Min.soil,31368
STLO-2005616-A+200+-0,1,0.0,70.0,,,Peat,31369
STLO-2005616-A+200+-0,2,70.0,,B,,Min.soil,31370
STLO-2005616-A+200-1000,1,0.0,90.0,,,Peat,31371
STLO-2005616-A+200-1000,2,90.0,,B,,s,31372
STLO-2005616-A+200-1050,1,0.0,120.0,,,Peat,31373
STLO-2005616-A+200-1050,2,120.0,,B,,s,31374
STLO-2005616-A+200-1100,1,0.0,30.0,,,Peat,31375
STLO-2005616-A+200-1100,2,30.0,,B,,s,31376
STLO-2005616-A+200-1150,1,0.0,150.0,,,Peat,31377
STLO-2005616-A+200-1150,2,150.0,,B,,s,31378
STLO-2005616-A+200-1600,1,0.0,250.0,,,Peat,31379
STLO-2005616-A+200-1600,2,250.0,,B,,Min.soil,31380
STLO-2005616-A+200-200,1,0.0,100.0,,,Peat,31381
STLO-2005616-A+200-200,2,100.0,,B,,Min.soil,31382
STLO-2005616-A+200-400,1,0.0,250.0,,,Peat,31383
STLO-2005616-A+200-400,2,250.0,,B,,Min.soil,31384
STLO-2005616-A+200-700,1,0.0,100.0,,,Peat,31385
STLO-2005616-A+200-700,2,100.0,,B,,s,31386
STLO-2005616-A+200-750,1,0.0,100.0,,,Peat,31387
STLO-2005616-A+200-750,2,100.0,,B,,s,31388
STLO-2005616-A+200-800,1,0.0,50.0,,,Peat,31389
STLO-2005616-A+200-800,2,50.0,,B,,s,31390
STLO-2005616-A+200-850,1,0.0,110.0,,,Peat,31391
STLO-2005616-A+200-850,2,110.0,,B,,s,31392
STLO-2005616-A+200-900,1,0.0,170.0,,,Peat,31393
STLO-2005616-A+200-900,2,170.0,,B,,s,31394
STLO-2005616-A+200-950,1,0.0,140.0,,,Peat,31395
STLO-2005616-A+200-950,2,140.0,,B,,s,31396
STLO-2005616-A+250+-0,1,0.0,45.0,,,Peat,31397
STLO-2005616-A+250+-0,2,45.0,,B,,Min.soil,31398
STLO-2005616-A+250-1600,1,0.0,250.0,,,Peat,31399
STLO-2005616-A+250-1600,2,250.0,,U,,Not sampled below 250cm,31400
STLO-2005616-A+250-200,1,0.0,190.0,,,Peat,31401
STLO-2005616-A+250-200,2,190.0,,B,,Min.soil,31402
STLO-2005616-A+250-400,1,0.0,210.0,,,Peat,31403
STLO-2005616-A+250-400,2,210.0,,B,,Min.soil,31404
STLO-2005616-A+250-800,1,0.0,50.0,,,Peat,31405
STLO-2005616-A+250-800,2,50.0,,B,,s,31406
STLO-2005616-A+300+-0,1,0.0,200.0,,,Peat,31407
STLO-2005616-A+300+-0,2,200.0,,B,,Min.soil,31408
STLO-2005616-A+300-1600,1,0.0,250.0,,,Peat,31409
STLO-2005616-A+300-1600,2,250.0,,U,,Not sampled below 250cm,31410
STLO-2005616-A+300-200,1,0.0,210.0,,,Peat,31411
STLO-2005616-A+300-200,2,210.0,,B,,Min.soil,31412
STLO-2005616-A+300-400,1,0.0,170.0,,,Peat,31413
STLO-2005616-A+300-400,2,170.0,,B,,Min.soil,31414
STLO-2005616-A+300-800,1,0.0,90.0,,,Peat,31415
STLO-2005616-A+300-800,2,90.0,,B,,s,31416
STLO-2005616-A+350+-0,1,0.0,200.0,,,Peat,31417
STLO-2005616-A+350+-0,2,200.0,,B,,Min.soil,31418
STLO-2005616-A+350-1600,1,0.0,230.0,,,Peat,31419
STLO-2005616-A+350-1600,2,230.0,,B,,Min.soil,31420
STLO-2005616-A+350-200,1,0.0,200.0,,,Peat,31421
STLO-2005616-A+350-200,2,200.0,,B,,Min.soil,31422
STLO-2005616-A+350-400,1,0.0,160.0,,,Peat,31423
STLO-2005616-A+350-400,2,160.0,,B,,Min.soil,31424
STLO-2005616-A+350-800,1,0.0,180.0,,,Peat,31425
STLO-2005616-A+350-800,2,180.0,,B,,s,31426
STLO-2005616-A+400+-0,1,0.0,150.0,,,Peat,31427
STLO-2005616-A+400+-0,2,150.0,,B,,Min.soil,31428
STLO-2005616-A+400-1000,1,0.0,70.0,,,Peat,31429
STLO-2005616-A+400-1000,2,70.0,,B,,s,31430
STLO-2005616-A+400-1050,1,0.0,160.0,,,Peat,31431
STLO-2005616-A+400-1050,2,160.0,,B,,s,31432
STLO-2005616-A+400-1100,1,0.0,180.0,,,Peat,31433
STLO-2005616-A+400-1100,2,180.0,,B,,s,31434
STLO-2005616-A+400-1150,1,0.0,160.0,,,Peat,31435
STLO-2005616-A+400-1150,2,160.0,,B,,s,31436
STLO-2005616-A+400-1600,1,0.0,180.0,,,Peat,31437
STLO-2005616-A+400-1600,2,180.0,,B,,Min.soil,31438
STLO-2005616-A+400-200,1,0.0,160.0,,,Peat,31439
STLO-2005616-A+400-200,2,160.0,,B,,Min.soil,31440
STLO-2005616-A+400-400,1,0.0,160.0,,,Peat,31441
STLO-2005616-A+400-400,2,160.0,,B,,Min.soil,31442
STLO-2005616-A+400-700,1,0.0,,B,,Min.soil,31443
STLO-2005616-A+400-750,1,0.0,150.0,,,Peat,31444
STLO-2005616-A+400-750,2,150.0,,B,,s,31445
STLO-2005616-A+400-800,1,0.0,160.0,,,Peat,31446
STLO-2005616-A+400-800,2,160.0,,B,,s,31447
STLO-2005616-A+400-850,1,0.0,180.0,,,Peat,31448
STLO-2005616-A+400-850,2,180.0,,B,,s,31449
STLO-2005616-A+400-900,1,0.0,150.0,,,Peat,31450
STLO-2005616-A+400-900,2,150.0,,B,,s,31451
STLO-2005616-A+400-950,1,0.0,90.0,,,Peat,31452
STLO-2005616-A+400-950,2,90.0,,B,,s,31453
STLO-2005616-A+450+-0,1,0.0,240.0,,,Peat,31454
STLO-2005616-A+450+-0,2,240.0,,B,,Min.soil,31455
STLO-2005616-A+450-1600,1,0.0,180.0,,,Peat,31456
STLO-2005616-A+450-1600,2,180.0,,B,,Min.soil,31457
STLO-2005616-A+450-200,1,0.0,150.0,,,Peat,31458
STLO-2005616-A+450-200,2,150.0,,B,,Min.soil,31459
STLO-2005616-A+450-800,1,0.0,130.0,,,Peat,31460
STLO-2005616-A+450-800,2,130.0,,B,,s,31461
