DNR Peat Inventory ID #,Peatland Name,Additional Site Info,Landform Pattern,Peatland Classification,Site Vegetation,Surface Microrelief,Depth to Water Table,Measured Elevation
STLO-2005619-R16,Riley,Riley Peatland Preliminary Survey,,Edge of treed fen and forested swamp,Tamarack with 35% cover; sparse black spruce.,,,
STLO-2005619-R17,Riley,Riley Peatland Preliminary Survey,,Forested swamp,Tamarack with 25% cover; scattered black spruce and northern white cedar.  Understory includes some shrubs (willow).,,,
STLO-2005619-R18,Riley,Riley Peatland Preliminary Survey,,Treed fen,Stunted tamarack with 45% cover; sparse black spruce.,,,
STLO-2005619-R19,Riley,Riley Peatland Preliminary Survey,,Treed fen,Stunted tamarack with 45% cover; scattered black spruce.,,,
STLO-2005619-R20,Riley,Riley Peatland Preliminary Survey,,Transition,Black spruce with 35% cover and tamarack with 25% cover.,,,
STLO-2005620-A0-1800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 20% cover.,,,1314.80 ft
STLO-2005620-A0-2000,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack.,,,1314.24 ft
STLO-2005620-A0-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1314.05 ft
STLO-2005620-A0-2280,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A0-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1313.40 ft
STLO-2005620-A0-2800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,1312.22 ft
STLO-2005620-A0-2930,Riley,Riley Peatland Detailed Survey,,,Sparse black spruce and tamarack.,,,1311.85 ft
STLO-2005620-A0-3100,Riley,Riley Peatland Detailed Survey,,,,,,1311.17 ft
STLO-2005620-A0-3200,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1310.68 ft
STLO-2005620-A-1000-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-100-1800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,1314.67 ft
STLO-2005620-A-100-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-100-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-100-3200,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 11% cover.,,,
STLO-2005620-A-1003-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1008-2888,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 35% cover, tamarack with 5% cover.",,,
STLO-2005620-A-1010-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1010-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1010-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1010-2800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1025-2354,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-103-2287,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1034-2646,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1035-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1049-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1050-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1058-2885,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 20% cover, tamarack with 10% cover.",,,1312.70 ft
STLO-2005620-A-1060-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 25% cover.,,,
STLO-2005620-A-1060-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 20% cover.,,,
STLO-2005620-A-1060-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1060-2800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover and black spruce with 5% cover.,,,
STLO-2005620-A-1076-2358,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1080-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,1313.48 ft
STLO-2005620-A-1081-2639,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1094-2180,Riley,Riley Peatland Detailed Survey,,,,,,1315.49 ft
STLO-2005620-A-1100-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1108-2883,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, tamarack with 5%.",,,
STLO-2005620-A-1110-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 25% cover.,,,
STLO-2005620-A-1110-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 20% cover.,,,1316.33 ft
STLO-2005620-A-1110-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1110-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 40% cover, black spruce with 5% cover.",,,
STLO-2005620-A-1125-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1128-2361,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1128-2632,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1140-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1150-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1158-2881,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 15% cover each.,,,
STLO-2005620-A-1160-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 25% cover.,,,
STLO-2005620-A-1160-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 20% cover.,,,
STLO-2005620-A-1160-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1160-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 10% cover.",,,
STLO-2005620-A-1170-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1175-2625,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1179-2365,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1185-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1200-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1208-2879,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, tamarack with 10% cover.",,,
STLO-2005620-A-1210-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1210-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1210-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1210-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 5% cover.",,,
STLO-2005620-A-1215-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1222-2618,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1230-2369,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1231-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1258-2877,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, tamarack with 5% cover.",,,1312.82 ft
STLO-2005620-A-1260-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1260-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1260-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarck with 50% cover.,,,
STLO-2005620-A-1260-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,1313.43 ft
STLO-2005620-A-1260-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 5% cover.",,,
STLO-2005620-A-1269-2611,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1277-2180,Riley,Riley Peatland Detailed Survey,,,,,,1315.58 ft
STLO-2005620-A-1281-2373,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-128-2925,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 25% cover, sparse black spruce.",,,
STLO-2005620-A-1305-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1308-2875,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 15% cover, tamarack with 5% cover.",,,
STLO-2005620-A-1310-1660,Riley,Riley Peatland Detailed Survey,,,Tamarack with 40% cover.,,,
STLO-2005620-A-1310-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,1316.37 ft
STLO-2005620-A-1310-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1310-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 5% cover.",,,
STLO-2005620-A-1322-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1333-2376,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1350-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-135-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1358-2872,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 20% cover, tamarack with 10% cover.",,,
STLO-2005620-A-1360-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1360-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1360-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 50% cover.,,,
STLO-2005620-A-1360-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 5% cover.",,,
STLO-2005620-A-1368-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-137-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover; sparse bog birch and alder.,,,
STLO-2005620-A-1384-2380,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1395-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35-40% cover.,,,
STLO-2005620-A-1408-2870,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 20% cover, tamarack with 5% cover.",,,
STLO-2005620-A-1410-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1410-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1410-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1410-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 10% cover.",,,
STLO-2005620-A-141-2779,Riley,Riley Peatland Detailed Survey,,,Tamarack with 40% cover.,,,
STLO-2005620-A-1413-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1435-2384,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1440-2550,Riley,Riley Peatland Detailed Survey,,,Tamarack with 35-40% cover.,,,1313.68 ft
STLO-2005620-A-1458-2868,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, sparse tamarack.",,,1312.70 ft
STLO-2005620-A-1459-2180,Riley,Riley Peatland Detailed Survey,,,,,,1315.41 ft
STLO-2005620-A-1460-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1460-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1460-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1460-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 10% cover.",,,
STLO-2005620-A-1485-2550,Riley,Riley Peatland Detailed Survey,,,Tamarack with 35-40% cover.,,,
STLO-2005620-A-1486-2387,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-150-1800,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-150-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-150-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-150-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 10% cover each.,,,
STLO-2005620-A-1505-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1508-2866,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 40% cover, tamarack with 5% cover.",,,
STLO-2005620-A-1510-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1510-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1316.38 ft
STLO-2005620-A-1510-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1510-2800,Riley,Riley Peatland Detailed Survey,,,"Stunted tamarack with 30% cover, black spruce with 10% cover.",,,
STLO-2005620-A-1530-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1538-2391,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-154-2291,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1550-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1558-2864,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 35% cover, tamarack with 5% cover.",,,
STLO-2005620-A-1560-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-1560-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1560-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1560-2800,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, stunted tamarack with 10% cover.",,,
STLO-2005620-A-1575-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1588-2395,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1596-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-1608-2862,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 45% cover, sparse tamarack.",,,
STLO-2005620-A-1609-2397,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1610-1660,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1610-1780,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-1610-1980,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-1610-2800,Riley,Riley Peatland Detailed Survey,,,"Black spruce with 30% cover, stunted tamarack with 10% cover.",,,
STLO-2005620-A-1620-2550,Riley,Riley Peatland Detailed Survey,,,Tamarack with 40% cover.,,,
STLO-2005620-A-170-2923,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 25% cover, sparse black spruce.",,,1312.33 ft
STLO-2005620-A-180-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1312.74 ft
STLO-2005620-A-182-2180,Riley,Riley Peatland Detailed Survey,,,,,,1314.36 ft
STLO-2005620-A-188-2772,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-200-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-200-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-200-3200,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 20% cover.,,,
STLO-2005620-A-205-2295,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-213-2921,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 20% cover, sparse black spruce.",,,
STLO-2005620-A-225-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-228-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-235-2765,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-250-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-250-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-250-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 12.5% cover each.,,,
STLO-2005620-A-255-2919,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 15% cover, black spruce with 5% cover.",,,
STLO-2005620-A-256-2299,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-270-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-274-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover; scattered bog birch and alder with 15% cover.,,,
STLO-2005620-A-282-2758,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-298-2917,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 15%, sparse black spruce with 2%.",,,
STLO-2005620-A-300-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-300-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-300-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce with 25% cover.,,,
STLO-2005620-A-308-2302,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-315-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-319-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover; scattered bog birch and alder with 15% cover.,,,
STLO-2005620-A-329-2751,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 40% cover.,,,
STLO-2005620-A-340-2916,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 25% cover, sparse black spruce with 3% cover.",,,1311.90 ft
STLO-2005620-A-350-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-350-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover.,,,
STLO-2005620-A-350-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 12.5% cover each.,,,
STLO-2005620-A-359-2306,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 60% cover.,,,
STLO-2005620-A-360-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,1312.63 ft
STLO-2005620-A-365-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover; scattered bog birch and alder with 15% cover.,,,1314.46 ft
STLO-2005620-A-376-2744,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 45% cover.,,,
STLO-2005620-A-383-2914,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 40% cover, sparse black spruce.",,,
STLO-2005620-A-400-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-400-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-400-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 12.5% cover each.,,,
STLO-2005620-A-405-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-410-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 35% cover; scattered bog birch and alder with 15% cover.,,,
STLO-2005620-A-410-2310,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 60% cover.,,,
STLO-2005620-A-423-2737,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-425-2912,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 25% cover, sparse black spruce.",,,
STLO-2005620-A-43-2928,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 25% cover, sparse black spruce.",,,
STLO-2005620-A-450-2000,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-450-2400,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 25% cover.,,,
STLO-2005620-A-450-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-450-3200,Riley,Riley Peatland Detailed Survey,,,Black spruce and tamarack with 15% cover each.,,,
STLO-2005620-A-45-2550,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-456-2180,Riley,Riley Peatland Detailed Survey,,,,,,
STLO-2005620-A-461-2313,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 60% cover.,,,
STLO-2005620-A-46-2180,Riley,Riley Peatland Detailed Survey,,,Stunted tamarack with 30% cover.,,,
STLO-2005620-A-468-2910,Riley,Riley Peatland Detailed Survey,,,"Tamarack with 35% cover, sparse black spruce.",,,
